index,Paris,Londres,Madrid,Berlin,Milan,Barcelone,Athenes,Rome,Birmingham,Lisbonne,Naples,Katowice,Manchester,Hambourg,Budapest,Bucarest,Varsovie,Stuttgart,Vienne,Munich,Bruxelles,Stockholm,Francfort,Cologne,Copenhague,Valence,Turin,Glasgow,Prague,Lyon,Sofia,Liverpool,Porto,Seville,Dublin,Helsinki,Amsterdam,Rotterdam,Dusseldorf,Essen-Oberhausen,Lille,Lodz,Marseille,Anvers,Bilbao,Newcastle,Cracovie,Bochum-Herne,Thessalonique,Nuremberg,Riga,Duisbourg,Dortmund,Hanovre,Zurich,Oslo,Breme,Dresde,Sheffield,Palerme,Poznan,Gelsenkirchen-Bottrop,Bordeaux,Wroclaw,Goteborg-Gothembourg,Saragosse,Genes,Catane,La Haye,Toulouse,Bristol,Vilnius,Sarrebruck,Malaga,Nantes,Leeds,Nottingham,Florence,Gdansk,Leipzig,Mannheim,Belfast,Portsmouth,Venise,Edimbourg ,Murcie,Nice,Liege,Bratislava,Leicester,Karlsruhe,Bergame,Palma,Bologne,Bielefeld,Rouen,Strasbourg,Tallinn,Szczecin,Grenoble,Bari,Toulon,Brighton,Darmstadt,Wuppertal,Utrecht,Bournemouth,Middlesbrough,Geneve,Bydgoszcz,Bale,Kaunas,Brno,Southampton,Lens,Augsbourg,Padoue,Ostrava,Las Palmas de Grande Canarie,Constanta,Castellammare di Stabia-Torre Annunziata,Stoke,Santa Cruz de Tenerife,Lublin,Cardiff,Iasi,Plovdiv,Bradford,Alicante,Cluj-Napoca,Grenade,Timisoara,Brescia,Galati,Montpellier,Varna,Verone,Busto Arsizio,Valladolid,Eindhoven,Charleroi,Cordoue,La Corogne,Craiova,Caserte,Coventry,Brasov,Bonn,La Valette,Gand,Gdynia
Stockholm,912.0,668.0,132.0,424.0,117.0,95.0,77.0,245.0,41.0,82.0,18.0,4.0,23.0,128.0,95.0,41.0,71.0,100.0,238.0,128.0,237.0,0.0,65.0,53.0,319.0,15.0,44.0,26.0,96.0,51.0,67.0,8.0,22.0,17.0,39.0,361.0,179.0,33.0,43.0,69.0,24.0,5.0,37.0,76.0,7.0,6.0,21.0,4.0,6.0,10.0,78.0,5.0,3.0,33.0,164.0,307.0,19.0,48.0,2.0,6.0,9.0,1.0,27.0,6.0,415.0,2.0,9.0,6.0,47.0,21.0,6.0,18.0,2.0,10.0,18.0,6.0,9.0,37.0,14.0,44.0,7.0,5.0,2.0,65.0,8.0,0.0,38.0,22.0,9.0,6.0,11.0,7.0,5.0,27.0,0.0,16.0,41.0,146.0,9.0,14.0,2.0,4.0,8.0,11.0,1.0,11.0,3.0,0.0,92.0,5.0,57.0,4.0,4.0,1.0,0.0,6.0,7.0,9.0,0.0,1.0,0.0,0.0,0.0,3.0,10.0,2.0,0.0,0.0,6.0,7.0,5.0,1.0,1.0,1.0,20.0,1.0,7.0,0.0,2.0,5.0,5.0,2.0,1.0,1.0,0.0,4.0,0.0,18.0,3.0,11.0,2.0
Francfort,1031.0,506.0,137.0,1287.0,161.0,97.0,36.0,193.0,19.0,43.0,52.0,5.0,23.0,446.0,63.0,26.0,81.0,264.0,495.0,679.0,246.0,65.0,0.0,472.0,72.0,17.0,43.0,24.0,132.0,129.0,11.0,12.0,20.0,19.0,28.0,31.0,231.0,43.0,207.0,56.0,34.0,9.0,66.0,100.0,8.0,7.0,23.0,25.0,15.0,187.0,23.0,33.0,84.0,191.0,192.0,25.0,100.0,189.0,1.0,12.0,22.0,11.0,55.0,25.0,16.0,5.0,21.0,8.0,38.0,33.0,10.0,18.0,86.0,5.0,35.0,6.0,6.0,41.0,9.0,346.0,153.0,4.0,0.0,79.0,5.0,2.0,45.0,56.0,15.0,1.0,74.0,10.0,7.0,33.0,19.0,18.0,307.0,4.0,3.0,21.0,5.0,4.0,1.0,166.0,5.0,33.0,3.0,0.0,206.0,2.0,164.0,7.0,15.0,1.0,2.0,83.0,15.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,2.0,6.0,2.0,7.0,3.0,0.0,1.0,8.0,2.0,34.0,0.0,16.0,0.0,1.0,11.0,13.0,2.0,0.0,0.0,0.0,0.0,1.0,127.0,2.0,30.0,0.0
Cologne,840.0,327.0,88.0,889.0,146.0,98.0,35.0,308.0,12.0,27.0,41.0,9.0,18.0,400.0,51.0,16.0,41.0,201.0,363.0,533.0,335.0,53.0,472.0,0.0,59.0,26.0,38.0,6.0,107.0,127.0,12.0,17.0,6.0,19.0,22.0,36.0,228.0,69.0,404.0,150.0,69.0,5.0,50.0,157.0,9.0,5.0,15.0,56.0,5.0,102.0,18.0,59.0,129.0,133.0,146.0,36.0,137.0,132.0,4.0,9.0,10.0,28.0,54.0,11.0,8.0,8.0,32.0,3.0,42.0,47.0,6.0,6.0,50.0,4.0,19.0,6.0,5.0,58.0,8.0,174.0,80.0,1.0,3.0,97.0,4.0,4.0,26.0,308.0,13.0,3.0,70.0,3.0,3.0,51.0,26.0,26.0,226.0,3.0,2.0,21.0,6.0,4.0,3.0,58.0,56.0,107.0,3.0,1.0,77.0,0.0,150.0,2.0,7.0,5.0,4.0,90.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,2.0,3.0,11.0,1.0,5.0,0.0,23.0,2.0,9.0,0.0,5.0,13.0,22.0,1.0,0.0,2.0,1.0,5.0,0.0,489.0,0.0,64.0,0.0
Copenhague,618.0,367.0,108.0,349.0,96.0,79.0,69.0,154.0,20.0,60.0,24.0,2.0,34.0,195.0,47.0,30.0,67.0,42.0,206.0,125.0,168.0,319.0,72.0,59.0,0.0,5.0,33.0,31.0,88.0,52.0,17.0,15.0,15.0,11.0,38.0,97.0,189.0,38.0,29.0,11.0,34.0,1.0,30.0,39.0,8.0,13.0,17.0,0.0,10.0,12.0,38.0,4.0,20.0,40.0,82.0,161.0,30.0,54.0,3.0,5.0,4.0,2.0,20.0,5.0,79.0,3.0,8.0,3.0,44.0,23.0,6.0,13.0,1.0,5.0,20.0,5.0,10.0,40.0,12.0,68.0,11.0,4.0,15.0,61.0,7.0,0.0,28.0,25.0,4.0,8.0,14.0,4.0,5.0,20.0,1.0,9.0,41.0,23.0,4.0,6.0,1.0,4.0,2.0,2.0,0.0,17.0,1.0,0.0,86.0,0.0,28.0,3.0,8.0,3.0,6.0,5.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,5.0,1.0,2.0,0.0,7.0,5.0,3.0,2.0,3.0,1.0,14.0,0.0,5.0,0.0,1.0,9.0,10.0,0.0,3.0,2.0,0.0,1.0,1.0,24.0,1.0,22.0,3.0
Valence,704.0,81.0,972.0,61.0,164.0,976.0,26.0,199.0,5.0,78.0,107.0,0.0,74.0,32.0,26.0,16.0,11.0,23.0,258.0,61.0,57.0,15.0,17.0,26.0,5.0,0.0,51.0,19.0,27.0,685.0,21.0,53.0,53.0,287.0,10.0,6.0,37.0,22.0,11.0,2.0,52.0,0.0,317.0,26.0,140.0,12.0,7.0,1.0,3.0,8.0,4.0,2.0,12.0,3.0,25.0,10.0,9.0,3.0,1.0,19.0,0.0,1.0,117.0,2.0,12.0,274.0,48.0,8.0,3.0,145.0,1.0,4.0,0.0,116.0,60.0,12.0,10.0,33.0,5.0,13.0,3.0,2.0,1.0,42.0,4.0,194.0,94.0,20.0,3.0,3.0,6.0,20.0,67.0,29.0,0.0,44.0,52.0,3.0,1.0,666.0,4.0,44.0,3.0,2.0,0.0,8.0,0.0,3.0,200.0,4.0,21.0,7.0,17.0,6.0,15.0,5.0,10.0,2.0,4.0,1.0,0.0,2.0,10.0,0.0,4.0,0.0,0.0,0.0,262.0,0.0,151.0,1.0,0.0,0.0,130.0,2.0,10.0,0.0,92.0,17.0,6.0,92.0,60.0,1.0,0.0,3.0,0.0,2.0,2.0,11.0,6.0
Turin,1019.0,285.0,180.0,219.0,1476.0,153.0,69.0,1087.0,18.0,69.0,442.0,1.0,56.0,35.0,59.0,22.0,37.0,28.0,220.0,101.0,177.0,44.0,43.0,38.0,33.0,51.0,0.0,10.0,52.0,403.0,20.0,40.0,32.0,26.0,15.0,25.0,78.0,18.0,17.0,4.0,36.0,5.0,141.0,38.0,21.0,11.0,7.0,2.0,10.0,2.0,5.0,1.0,27.0,14.0,61.0,27.0,14.0,47.0,2.0,163.0,5.0,1.0,53.0,4.0,11.0,7.0,532.0,36.0,24.0,66.0,5.0,3.0,5.0,2.0,30.0,11.0,8.0,420.0,3.0,32.0,12.0,0.0,2.0,415.0,0.0,2.0,383.0,57.0,5.0,5.0,5.0,75.0,6.0,325.0,0.0,29.0,44.0,17.0,0.0,127.0,54.0,29.0,4.0,8.0,1.0,25.0,4.0,1.0,324.0,2.0,48.0,5.0,5.0,5.0,3.0,20.0,122.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,2.0,3.0,1.0,1.0,6.0,2.0,3.0,79.0,1.0,44.0,2.0,85.0,6.0,3.0,8.0,8.0,2.0,2.0,1.0,7.0,1.0,1.0,15.0,1.0,31.0,2.0
Glasgow,251.0,688.0,83.0,81.0,84.0,64.0,13.0,61.0,129.0,27.0,6.0,0.0,235.0,22.0,28.0,11.0,8.0,19.0,42.0,67.0,53.0,26.0,24.0,6.0,31.0,19.0,10.0,0.0,24.0,32.0,8.0,195.0,28.0,21.0,76.0,8.0,71.0,26.0,10.0,2.0,23.0,1.0,42.0,21.0,10.0,85.0,3.0,4.0,0.0,5.0,4.0,1.0,20.0,8.0,47.0,19.0,9.0,7.0,38.0,2.0,5.0,0.0,21.0,2.0,7.0,4.0,6.0,1.0,7.0,21.0,54.0,1.0,2.0,2.0,29.0,81.0,37.0,15.0,2.0,18.0,2.0,79.0,27.0,10.0,270.0,0.0,26.0,27.0,5.0,47.0,9.0,6.0,3.0,12.0,2.0,8.0,24.0,6.0,1.0,4.0,2.0,11.0,22.0,5.0,1.0,11.0,10.0,14.0,22.0,3.0,22.0,2.0,1.0,38.0,5.0,0.0,5.0,3.0,0.0,1.0,0.0,12.0,0.0,0.0,67.0,1.0,3.0,10.0,2.0,6.0,4.0,0.0,2.0,0.0,18.0,2.0,3.0,0.0,1.0,13.0,5.0,0.0,8.0,0.0,0.0,24.0,0.0,3.0,0.0,9.0,0.0
Prague,963.0,435.0,136.0,751.0,238.0,104.0,61.0,278.0,17.0,58.0,55.0,15.0,38.0,149.0,326.0,108.0,395.0,79.0,1114.0,356.0,206.0,96.0,132.0,107.0,88.0,27.0,52.0,24.0,0.0,87.0,68.0,28.0,18.0,20.0,34.0,70.0,171.0,35.0,41.0,9.0,32.0,36.0,45.0,56.0,12.0,5.0,154.0,7.0,8.0,84.0,49.0,7.0,21.0,29.0,126.0,35.0,25.0,216.0,6.0,16.0,42.0,1.0,54.0,59.0,26.0,7.0,22.0,4.0,41.0,37.0,8.0,31.0,4.0,4.0,27.0,6.0,5.0,78.0,24.0,175.0,18.0,3.0,1.0,145.0,2.0,1.0,46.0,57.0,236.0,3.0,30.0,1.0,5.0,46.0,4.0,19.0,100.0,19.0,8.0,16.0,4.0,14.0,4.0,25.0,3.0,19.0,0.0,0.0,104.0,3.0,68.0,5.0,1589.0,0.0,20.0,35.0,26.0,800.0,2.0,3.0,0.0,1.0,1.0,15.0,2.0,4.0,3.0,1.0,5.0,16.0,8.0,3.0,7.0,0.0,33.0,5.0,25.0,1.0,4.0,8.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,41.0,2.0,19.0,7.0
Lyon,12977.0,684.0,242.0,243.0,370.0,277.0,93.0,861.0,22.0,77.0,121.0,1.0,61.0,69.0,57.0,36.0,62.0,43.0,917.0,164.0,489.0,51.0,129.0,127.0,52.0,685.0,403.0,32.0,87.0,0.0,18.0,52.0,63.0,54.0,33.0,34.0,171.0,45.0,21.0,10.0,1710.0,5.0,4131.0,154.0,25.0,21.0,17.0,3.0,11.0,21.0,8.0,4.0,18.0,20.0,127.0,35.0,18.0,40.0,4.0,25.0,6.0,3.0,2367.0,9.0,18.0,20.0,99.0,3.0,40.0,2032.0,17.0,9.0,12.0,9.0,1172.0,10.0,11.0,198.0,7.0,61.0,16.0,7.0,8.0,227.0,18.0,1.0,1099.0,104.0,10.0,8.0,26.0,11.0,9.0,87.0,2.0,624.0,1256.0,5.0,1.0,2202.0,8.0,565.0,5.0,8.0,2.0,21.0,2.0,0.0,1338.0,2.0,170.0,5.0,8.0,8.0,214.0,21.0,30.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,1.0,1.0,5.0,10.0,7.0,12.0,5.0,15.0,0.0,1057.0,3.0,26.0,0.0,7.0,16.0,21.0,7.0,6.0,2.0,0.0,3.0,1.0,25.0,10.0,61.0,2.0
Sofia,305.0,119.0,236.0,127.0,43.0,47.0,89.0,111.0,8.0,37.0,12.0,3.0,4.0,16.0,68.0,100.0,65.0,14.0,104.0,48.0,44.0,67.0,11.0,12.0,17.0,21.0,20.0,8.0,68.0,18.0,0.0,13.0,13.0,16.0,14.0,31.0,28.0,26.0,11.0,4.0,16.0,4.0,21.0,8.0,18.0,4.0,8.0,4.0,59.0,3.0,24.0,3.0,7.0,3.0,25.0,13.0,10.0,16.0,1.0,10.0,5.0,1.0,22.0,5.0,6.0,7.0,2.0,2.0,10.0,17.0,4.0,13.0,2.0,7.0,7.0,2.0,1.0,31.0,0.0,14.0,2.0,0.0,0.0,41.0,0.0,1.0,24.0,24.0,11.0,0.0,5.0,5.0,9.0,12.0,1.0,4.0,26.0,9.0,0.0,14.0,7.0,3.0,1.0,10.0,2.0,1.0,0.0,1.0,27.0,0.0,16.0,3.0,5.0,2.0,8.0,0.0,2.0,3.0,0.0,4.0,1.0,0.0,1.0,3.0,0.0,5.0,144.0,1.0,3.0,30.0,5.0,1.0,1.0,2.0,22.0,97.0,4.0,1.0,1.0,5.0,2.0,4.0,5.0,4.0,0.0,3.0,4.0,6.0,1.0,6.0,3.0
Liverpool,214.0,792.0,230.0,52.0,234.0,180.0,24.0,83.0,186.0,40.0,40.0,0.0,971.0,101.0,12.0,18.0,12.0,12.0,48.0,121.0,48.0,8.0,12.0,17.0,15.0,53.0,40.0,195.0,28.0,52.0,13.0,0.0,60.0,72.0,76.0,5.0,73.0,32.0,4.0,2.0,33.0,6.0,78.0,31.0,18.0,211.0,2.0,3.0,1.0,4.0,3.0,1.0,76.0,10.0,19.0,10.0,14.0,9.0,94.0,5.0,5.0,2.0,42.0,2.0,11.0,5.0,15.0,0.0,0.0,17.0,113.0,0.0,1.0,3.0,33.0,223.0,102.0,26.0,2.0,12.0,2.0,96.0,53.0,20.0,22.0,0.0,15.0,21.0,2.0,77.0,2.0,6.0,2.0,8.0,0.0,14.0,33.0,1.0,1.0,2.0,3.0,3.0,48.0,1.0,2.0,6.0,30.0,62.0,11.0,1.0,33.0,2.0,0.0,134.0,21.0,1.0,0.0,1.0,0.0,1.0,0.0,61.0,0.0,0.0,90.0,1.0,4.0,34.0,2.0,0.0,3.0,0.0,0.0,0.0,18.0,0.0,4.0,0.0,2.0,37.0,5.0,2.0,10.0,0.0,0.0,42.0,0.0,3.0,1.0,5.0,0.0
Porto,366.0,145.0,209.0,62.0,138.0,176.0,44.0,210.0,5.0,602.0,75.0,0.0,75.0,33.0,25.0,13.0,20.0,10.0,38.0,75.0,51.0,22.0,20.0,6.0,15.0,53.0,32.0,28.0,18.0,63.0,13.0,60.0,0.0,62.0,34.0,10.0,48.0,13.0,10.0,5.0,25.0,1.0,171.0,11.0,20.0,12.0,3.0,2.0,4.0,1.0,4.0,1.0,16.0,5.0,21.0,8.0,6.0,5.0,3.0,46.0,4.0,5.0,68.0,0.0,11.0,16.0,111.0,24.0,4.0,35.0,8.0,3.0,0.0,17.0,25.0,6.0,6.0,41.0,1.0,14.0,2.0,1.0,7.0,96.0,2.0,5.0,76.0,28.0,4.0,7.0,1.0,2.0,17.0,18.0,0.0,6.0,32.0,4.0,0.0,7.0,9.0,60.0,0.0,1.0,0.0,8.0,2.0,2.0,53.0,1.0,25.0,3.0,0.0,9.0,8.0,1.0,12.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,10.0,42.0,6.0,3.0,0.0,20.0,0.0,11.0,0.0,6.0,16.0,10.0,7.0,40.0,1.0,0.0,2.0,0.0,3.0,4.0,8.0,0.0
Seville,340.0,132.0,1024.0,74.0,134.0,620.0,47.0,169.0,6.0,135.0,62.0,2.0,65.0,31.0,39.0,20.0,23.0,30.0,66.0,70.0,54.0,17.0,19.0,19.0,11.0,287.0,26.0,21.0,20.0,54.0,16.0,72.0,62.0,0.0,19.0,12.0,43.0,19.0,6.0,4.0,31.0,2.0,65.0,25.0,140.0,9.0,4.0,0.0,5.0,4.0,5.0,0.0,21.0,12.0,25.0,5.0,7.0,12.0,4.0,13.0,5.0,1.0,44.0,3.0,10.0,154.0,37.0,6.0,5.0,58.0,4.0,5.0,0.0,252.0,25.0,2.0,1.0,40.0,3.0,16.0,1.0,2.0,3.0,53.0,3.0,87.0,30.0,23.0,4.0,6.0,5.0,8.0,42.0,28.0,0.0,10.0,13.0,6.0,0.0,6.0,5.0,9.0,1.0,2.0,1.0,9.0,2.0,16.0,33.0,1.0,25.0,1.0,2.0,7.0,13.0,4.0,5.0,1.0,3.0,0.0,0.0,8.0,14.0,0.0,3.0,1.0,2.0,1.0,53.0,4.0,329.0,1.0,4.0,0.0,26.0,1.0,9.0,0.0,121.0,11.0,3.0,414.0,59.0,1.0,1.0,2.0,1.0,8.0,2.0,14.0,0.0
Dublin,383.0,911.0,66.0,106.0,54.0,53.0,24.0,98.0,47.0,41.0,17.0,1.0,89.0,22.0,23.0,13.0,32.0,12.0,63.0,45.0,89.0,39.0,28.0,22.0,38.0,10.0,15.0,76.0,34.0,33.0,14.0,76.0,34.0,19.0,0.0,15.0,74.0,18.0,15.0,2.0,15.0,1.0,39.0,19.0,9.0,22.0,4.0,1.0,1.0,6.0,14.0,0.0,2.0,5.0,25.0,30.0,9.0,4.0,19.0,9.0,1.0,0.0,29.0,3.0,7.0,1.0,7.0,1.0,14.0,38.0,39.0,7.0,2.0,7.0,15.0,41.0,18.0,58.0,3.0,14.0,0.0,305.0,10.0,18.0,48.0,1.0,25.0,7.0,4.0,30.0,2.0,2.0,8.0,7.0,0.0,16.0,31.0,6.0,0.0,13.0,3.0,9.0,14.0,9.0,0.0,5.0,3.0,2.0,47.0,0.0,13.0,4.0,2.0,22.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,40.0,1.0,0.0,7.0,5.0,21.0,2.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,1.0,3.0,11.0,0.0,4.0,0.0,0.0,11.0,0.0,7.0,1.0,6.0,2.0
Helsinki,324.0,325.0,78.0,196.0,44.0,70.0,128.0,117.0,16.0,39.0,12.0,4.0,13.0,41.0,84.0,15.0,64.0,39.0,90.0,68.0,86.0,361.0,31.0,36.0,97.0,6.0,25.0,8.0,70.0,34.0,31.0,5.0,10.0,12.0,15.0,0.0,68.0,17.0,16.0,11.0,12.0,7.0,18.0,20.0,4.0,2.0,11.0,1.0,3.0,13.0,69.0,0.0,4.0,6.0,69.0,102.0,8.0,13.0,2.0,5.0,6.0,1.0,13.0,3.0,82.0,2.0,5.0,3.0,9.0,21.0,3.0,25.0,2.0,4.0,7.0,2.0,3.0,22.0,8.0,21.0,4.0,3.0,3.0,21.0,1.0,0.0,26.0,9.0,9.0,1.0,10.0,3.0,2.0,16.0,1.0,8.0,39.0,213.0,3.0,9.0,2.0,3.0,1.0,7.0,2.0,5.0,4.0,0.0,47.0,3.0,14.0,6.0,2.0,2.0,5.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0,1.0,2.0,5.0,0.0,2.0,0.0,5.0,2.0,5.0,1.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,2.0,8.0,2.0
Amsterdam,1956.0,1221.0,288.0,712.0,339.0,316.0,74.0,349.0,34.0,153.0,71.0,4.0,118.0,272.0,114.0,51.0,88.0,62.0,405.0,279.0,886.0,179.0,231.0,228.0,189.0,37.0,78.0,71.0,171.0,171.0,28.0,73.0,48.0,43.0,74.0,68.0,0.0,741.0,101.0,31.0,136.0,4.0,152.0,587.0,27.0,29.0,24.0,9.0,5.0,30.0,28.0,13.0,68.0,45.0,234.0,64.0,55.0,72.0,8.0,20.0,18.0,1.0,121.0,7.0,46.0,11.0,40.0,9.0,694.0,67.0,9.0,19.0,5.0,15.0,122.0,24.0,12.0,92.0,19.0,106.0,25.0,10.0,8.0,190.0,30.0,0.0,114.0,143.0,13.0,8.0,20.0,11.0,12.0,51.0,4.0,69.0,128.0,23.0,5.0,34.0,11.0,12.0,7.0,13.0,4.0,532.0,4.0,3.0,216.0,7.0,123.0,4.0,14.0,23.0,8.0,13.0,20.0,6.0,0.0,2.0,0.0,3.0,1.0,3.0,13.0,1.0,5.0,7.0,7.0,9.0,11.0,2.0,6.0,0.0,64.0,4.0,24.0,0.0,4.0,193.0,26.0,1.0,7.0,0.0,0.0,3.0,1.0,45.0,1.0,136.0,0.0
Rotterdam,348.0,281.0,71.0,165.0,66.0,71.0,14.0,74.0,17.0,32.0,14.0,1.0,47.0,121.0,26.0,11.0,43.0,31.0,84.0,52.0,191.0,33.0,43.0,69.0,38.0,22.0,18.0,26.0,35.0,45.0,26.0,32.0,13.0,19.0,18.0,17.0,741.0,0.0,31.0,13.0,41.0,1.0,117.0,337.0,4.0,13.0,4.0,3.0,2.0,20.0,7.0,9.0,30.0,17.0,39.0,17.0,40.0,19.0,3.0,3.0,9.0,0.0,34.0,4.0,25.0,7.0,16.0,1.0,390.0,14.0,4.0,2.0,2.0,6.0,53.0,10.0,5.0,12.0,5.0,22.0,12.0,4.0,5.0,41.0,7.0,2.0,22.0,64.0,3.0,5.0,12.0,0.0,5.0,8.0,2.0,26.0,59.0,5.0,2.0,9.0,1.0,9.0,4.0,3.0,1.0,223.0,4.0,2.0,39.0,0.0,70.0,1.0,8.0,17.0,3.0,4.0,2.0,1.0,0.0,4.0,0.0,2.0,1.0,1.0,3.0,0.0,3.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0,50.0,1.0,5.0,0.0,4.0,133.0,12.0,0.0,4.0,0.0,0.0,6.0,0.0,10.0,2.0,56.0,4.0
Dusseldorf,405.0,202.0,53.0,578.0,70.0,43.0,11.0,103.0,18.0,11.0,12.0,1.0,15.0,214.0,25.0,13.0,23.0,107.0,184.0,427.0,108.0,43.0,207.0,404.0,29.0,11.0,17.0,10.0,41.0,21.0,11.0,4.0,10.0,6.0,15.0,16.0,101.0,31.0,0.0,111.0,7.0,10.0,14.0,57.0,5.0,2.0,7.0,36.0,5.0,50.0,12.0,75.0,75.0,90.0,93.0,29.0,55.0,121.0,0.0,7.0,9.0,20.0,15.0,7.0,12.0,2.0,5.0,1.0,28.0,18.0,2.0,8.0,11.0,2.0,10.0,5.0,1.0,29.0,3.0,89.0,58.0,3.0,1.0,41.0,0.0,1.0,11.0,32.0,7.0,1.0,78.0,5.0,4.0,6.0,19.0,5.0,36.0,4.0,2.0,6.0,2.0,3.0,0.0,35.0,59.0,14.0,1.0,0.0,38.0,2.0,47.0,3.0,3.0,3.0,0.0,17.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,3.0,3.0,1.0,3.0,3.0,3.0,0.0,8.0,0.0,4.0,0.0,1.0,4.0,14.0,0.0,0.0,2.0,0.0,1.0,1.0,125.0,1.0,11.0,0.0
Essen-Oberhausen,95.0,45.0,39.0,173.0,19.0,14.0,3.0,28.0,0.0,5.0,7.0,1.0,3.0,86.0,9.0,6.0,16.0,100.0,38.0,73.0,52.0,69.0,56.0,150.0,11.0,2.0,4.0,2.0,9.0,10.0,4.0,2.0,5.0,4.0,2.0,11.0,31.0,13.0,111.0,0.0,7.0,3.0,4.0,65.0,5.0,3.0,6.0,74.0,2.0,22.0,4.0,107.0,77.0,37.0,24.0,4.0,33.0,40.0,0.0,1.0,3.0,45.0,3.0,3.0,3.0,1.0,4.0,0.0,6.0,6.0,0.0,4.0,7.0,0.0,5.0,2.0,2.0,3.0,1.0,31.0,21.0,0.0,2.0,7.0,1.0,0.0,6.0,11.0,4.0,1.0,19.0,0.0,0.0,5.0,16.0,1.0,10.0,3.0,0.0,6.0,1.0,2.0,0.0,13.0,26.0,7.0,0.0,0.0,13.0,0.0,8.0,0.0,3.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,5.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,42.0,0.0,7.0,0.0
Lille,5237.0,308.0,102.0,87.0,84.0,80.0,42.0,189.0,6.0,39.0,30.0,3.0,70.0,21.0,25.0,19.0,28.0,19.0,66.0,63.0,791.0,24.0,34.0,69.0,34.0,52.0,36.0,23.0,32.0,1710.0,16.0,33.0,25.0,31.0,15.0,12.0,136.0,41.0,7.0,7.0,0.0,2.0,1419.0,235.0,9.0,5.0,5.0,4.0,2.0,5.0,1.0,4.0,19.0,12.0,21.0,13.0,10.0,21.0,2.0,5.0,1.0,4.0,1177.0,2.0,3.0,5.0,14.0,1.0,41.0,1103.0,3.0,3.0,5.0,2.0,797.0,11.0,4.0,38.0,1.0,11.0,2.0,2.0,2.0,35.0,3.0,0.0,630.0,187.0,1.0,5.0,6.0,3.0,4.0,17.0,0.0,450.0,769.0,2.0,0.0,337.0,4.0,219.0,3.0,3.0,0.0,42.0,1.0,3.0,98.0,1.0,30.0,0.0,1.0,7.0,554.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,2.0,1.0,517.0,0.0,4.0,0.0,4.0,19.0,123.0,0.0,9.0,2.0,0.0,4.0,0.0,15.0,3.0,303.0,0.0
Lodz,99.0,21.0,4.0,60.0,4.0,3.0,2.0,16.0,2.0,1.0,1.0,43.0,8.0,10.0,10.0,5.0,419.0,5.0,31.0,25.0,9.0,5.0,9.0,5.0,1.0,0.0,5.0,1.0,36.0,5.0,4.0,6.0,1.0,2.0,1.0,7.0,4.0,1.0,10.0,3.0,2.0,0.0,4.0,4.0,0.0,0.0,148.0,0.0,1.0,5.0,17.0,1.0,1.0,8.0,8.0,1.0,1.0,4.0,0.0,0.0,110.0,1.0,3.0,77.0,0.0,1.0,0.0,2.0,3.0,3.0,0.0,21.0,1.0,0.0,1.0,0.0,0.0,2.0,47.0,3.0,1.0,1.0,0.0,5.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,5.0,3.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,1.0,8.0,3.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0
