city_A;city_B;POP_A;POP_B;CC_A;CC_B;distance;border_DUM;reg_border;FR_con;FR_int;EN_con;EN_int;CEAST;SOUTH;WEST;NORTH;col_en;col_fr;col_prop_fr;col_prop_en;res_en2;res_fr2;pred_en2;pred_fr2
Paris;Dortmund;9591;750;FR;DE;469.68849352744104;1;0;1;0;0;0;0;0;1;0;144;113;0.018816539571765534;0.01379707341077835;-0.7506924567654608;-0.18492927241994248;5.720505756341462;4.912317091132283
Paris;Hanover;9591;747;FR;DE;652.5940515665893;1;0;1;0;0;0;0;0;1;0;281;232;0.03863218743937702;0.026923455752977197;0.1619309409389701;0.7895568507518064;5.476423728394775;4.657180520914504
Paris;Zurich;9591;718;FR;CH;489.61613394149543;1;0;1;0;0;0;0;0;1;0;1567;1224;0.20381809235257534;0.15013898635201164;1.7230927176804272;2.283536960494732;5.6338255246755935;4.826342502577539
Paris;Oslo;9591;712;FR;NO;1343.1379447305442;1;1;1;0;0;0;0;0;1;1;716;368;0.061278642145218734;0.06860211501470347;1.6837266276735456;1.8597223896739763;4.8899535392871005;4.048360548494955
Paris;Bremen;9591;709;FR;DE;652.2927003516767;1;0;1;0;0;0;0;0;1;0;161;104;0.017317877127996595;0.015425894577328571;-0.3277051545941454;0.05196198905728485;5.4091095195786085;4.592428910084088
Paris;Dresden;9591;697;FR;DE;852.108143145563;1;0;1;0;0;0;0;0;1;0;821;494;0.08225991635798384;0.078662481043396;1.5176293375903778;1.8346303581981043;5.19289377186205;4.367905158989819
Paris;Sheffield;9591;693;FR;UK;569.7991018142241;1;0;1;0;1;0;0;0;1;0;180;41;0.006827240021614043;0.017246341763472936;-0.2847874631211022;-0.9532301296132982;5.4777443140113125;4.666802196317606
Paris;Palermo;9591;680;FR;IT;1484.8871338123017;1;1;1;0;0;0;0;1;1;0;229;163;0.027142442037148513;0.02194117924352946;0.6762284361008345;1.179038412294034;4.757493567453405;3.9147117885127285
Paris;Poznan;9591;679;FR;PL;1101.4306958173206;1;1;1;0;0;0;1;0;1;0;125;63;0.010490637106382553;0.011976626224633984;-0.14425702927622;0.0030554564162503586;4.972570766578522;4.140079269975282
Paris;Gelsenkirchen-Bottrop;9591;666;FR;DE;449.33876923536167;1;0;1;0;0;0;0;0;1;0;12;13;0.0021647346409995744;0.0011497561175648624;-3.1138598219664964;-2.2329378347414863;5.598766471754496;4.797887192203023
Paris;Bordeaux;9591;652;FR;FR;498.57868214629326;0;0;1;1;0;0;0;0;1;0;2218;6802;1.1326557713907004;0.21251325572990543;0.4379494877471123;2.880250302217;7.2664116801632;5.9447216633501405
Paris;Wroclaw;9591;634;FR;PL;1080.532207491532;1;1;1;0;0;0;1;0;1;0;123;54;0.008991974662613617;0.011785000205039841;-0.08544959278125033;-0.08015864110108653;4.8976339481536675;4.069142687665361
Paris;Gothenburg;9591;627;FR;SE;1171.994846011738;1;1;1;0;0;0;0;0;1;1;198;113;0.018816539571765534;0.018970975939820233;0.46403803445185354;0.7338879130938527;4.824228996242682;3.993499905618488
Paris;Zaragoza;9591;615;FR;ES;838.5016710458214;1;1;1;0;0;0;0;1;1;0;105;82;0.013654480043228086;0.010060366028692548;-0.388447687898429;0.18264371732212537;5.042408038055952;4.224075529942128
Paris;Genoa;9591;611;FR;IT;704.3665516638405;1;1;1;0;0;0;0;1;1;0;425;462;0.07693133878013872;0.04072052916375555;0.8915191133807918;1.7870462238945266;5.160570055543626;4.3485186671872125
Paris;Catania;9591;602;FR;IT;1626.6064410439417;1;1;1;0;0;0;0;1;1;0;66;41;0.006827240021614043;0.006323658646606744;-0.34376018935386393;0.02011393408657874;4.533414931380289;3.6934581326177294
Paris;The Hague;9591;589;FR;NL;383.14151559966905;1;0;1;0;0;0;0;0;1;0;647;588;0.09791261299290384;0.061991017338705504;0.9170162683995073;1.6108312970989276;5.555330026101394;4.765895650799699
Paris;Toulouse;9591;588;FR;FR;587.7159781026603;0;0;1;1;0;0;0;0;1;0;1897;5708;0.9504850254481209;0.18175727958504537;0.5349622952271763;2.958833846570962;7.013066674707838;5.690790132025765
Paris;Bristol;9591;568;FR;UK;455.07176623686803;1;0;1;0;1;0;0;0;1;0;334;144;0.02397859910030298;0.03200154527222201;0.42782263378115787;0.3800436299911307;5.383318359195543;4.58976966958487
Paris;Vilnius;9591;554;FR;LT;1698.6457335251605;1;1;1;0;0;0;0;0;1;1;203;101;0.01681832298007362;0.01945004098880559;0.9189339729100127;1.058234382774072;4.394272006131774;3.556886134067188
Paris;Saarbrucken;9591;552;FR;DE;342.6326239497519;1;0;1;0;0;0;0;0;1;0;128;186;0.03097235717122468;0.012264065254025201;-0.7004024448816093;0.4557611340974447;5.552432708801226;4.769985539615757
Paris;Malaga;9591;543;FR;ES;1448.7259126393942;1;1;1;0;0;0;0;1;1;0;110;71;0.011822781500843831;0.010539431077677906;0.2165971470363746;0.609760355015132;4.483883218756042;3.6529195220261834
Paris;Nantes;9591;536;FR;FR;342.3274995122224;0;0;1;1;0;0;0;0;1;0;995;3860;0.642759670327566;0.09533394474808651;-0.3829276217138144;2.2720241108204835;7.285670358872407;5.9863983516383925
Paris;Leeds;9591;534;FR;UK;607.6918491713026;1;0;1;0;1;0;0;0;1;0;270;100;0.01665180493076596;0.025869512645209407;0.5051554394426124;0.3123343525037667;5.093266519555763;4.292835833484325
Paris;Nottingham;9591;532;FR;UK;514.0836258253373;1;0;1;0;1;0;0;0;1;0;151;45;0.007493312218844681;0.014467764479357853;-0.19263126880387832;-0.6087231164837317;5.2099111056188026;4.415385606254051
Paris;Florence;9591;525;FR;IT;887.6735147685073;1;1;1;0;0;0;0;1;1;0;1921;1601;0.26659539694156303;0.1840567918201751;2.7646022424517485;3.3949484450727927;4.7959989203168085;3.9834352679239218
Paris;Gdansk;9591;519;FR;PL;1279.3634637475675;1;1;1;0;0;0;1;0;1;0;74;43;0.007160276120229361;0.007090162724983319;-0.21154618701987415;0.07009477506715024;4.515611280224045;3.6911053406264123
Paris;Leipzig;9591;516;FR;DE;768.178440418466;1;0;1;0;0;0;0;0;1;0;954;660;0.10990191254305533;0.09140561134640657;1.9820516066487879;2.420402283515272;4.8786120647994995;4.071837551505199
Paris;Mannheim;9591;508;FR;DE;451.7810945129824;1;0;1;0;0;0;0;0;1;0;240;177;0.029473694727455747;0.02299512235129725;0.23670453857399917;0.7200699650110253;5.243934384767992;4.456079767562803
Paris;Belfast;9591;501;FR;UK;855.7379205764645;1;0;1;0;1;0;0;0;1;0;193;42;0.006993758070921703;0.018491910890834875;0.5007076939610822;-0.21528508056104595;4.761982494943803;3.9529546988444144
Paris;Portsmouth;9591;500;FR;UK;327.5891724221244;1;0;1;0;1;0;0;0;1;0;108;32;0.005328577577845106;0.010347805058083763;-0.7747142678720556;-1.2150245602304994;5.4568454949962755;4.680760463030226
Paris;Venice;9591;483;FR;IT;847.755540908523;1;1;1;0;0;0;0;1;1;0;2281;1758;0.29273873068286554;0.21854947534712094;3.0109895118307985;3.557474743748958;4.721379710453589;3.914457334496164
Paris;Edinburgh;9591;478;FR;UK;873.2029306994782;1;0;1;0;1;0;0;0;1;0;1185;134;0.022313418607226385;0.11353841660953018;2.391084146835893;1.0188523487070804;4.686413906733338;3.8789874512438307
Paris;Murcia;9591;476;FR;ES;1235.490625859087;1;1;1;0;0;0;0;1;1;0;41;30;0.004995541479229788;0.003928333401679947;-0.7153224449345773;-0.20860361980363323;4.428894511638886;3.609801001465789
Paris;Nice;9591;472;FR;FR;688.6026623357257;0;0;1;1;0;0;0;0;1;0;2022;4749;0.7907942161620753;0.19373390580967934;0.9985801859271771;3.1694033530185917;6.61326221365324;5.29628599553053
Paris;Liege;9591;451;FR;BE;305.9293021102204;1;0;1;1;0;0;0;0;1;0;653;1350;0.22479936656534044;0.06256589539748793;1.1086869203139267;2.603683520456073;5.372890208962504;4.604176350976402
Paris;Bratislava;9591;444;FR;SK;1093.0920755647335;1;1;1;0;0;0;1;0;1;0;162;87;0.014487070289766384;0.015521707587125644;0.6599278906446988;0.8497495472603797;4.427668444587685;3.616158571394204
Paris;Leicester;9591;442;FR;UK;485.00451978078155;1;0;1;0;1;0;0;0;1;0;207;104;0.017317877127996595;0.01983329302799388;0.3206560919617097;0.4158213106948809;5.012062701303659;4.228569588446492
Paris;Karlsruhe;9591;440;FR;DE;444.4398826804325;1;0;1;0;0;0;0;0;1;0;256;173;0.02880762253022511;0.024528130508050403;0.4755484903074024;0.8639468069390961;5.06962895417216;4.289344787558683
Paris;Bergamo;9591;438;FR;IT;656.7844564756974;1;1;1;0;0;0;0;1;1;0;82;74;0.012322335648766808;0.007856666803359894;-0.37333389596024796;0.3174329624645457;4.780053143224501;3.9866321307396246
Paris;Palma de Mallorca;9591;433;FR;ES;1029.8326018026974;1;1;1;0;0;0;0;1;1;0;23;90;0.014986624437689363;0.0022036992253326535;-1.302969670883354;0.8695927175149043;4.438463886812504;3.6302169528153607
Paris;Bologna;9591;432;FR;IT;842.2100999194288;1;1;1;0;0;0;0;1;1;0;699;633;0.1054059252117485;0.06697329384815325;1.968096141978015;2.6701702698464844;4.581554600255795;3.7803001522976913
Paris;Bielefeld;9591;419;FR;DE;562.4662114347083;1;0;1;0;0;0;0;0;1;0;51;26;0.004329469281999149;0.004886463499650666;-0.9033679654061565;-0.7911422233006296;4.835193598130482;4.049238761322112
Paris;Rouen;9591;419;FR;FR;111.48843854100696;0;0;1;1;0;0;0;0;1;0;1251;3678;0.612453385353572;0.11986207525613692;-0.6497434772569518;1.6775670883198974;7.781441987723864;6.53255731684437
Paris;Strasbourg;9591;417;FR;FR;399.3739398711417;0;0;1;1;0;0;0;0;1;0;1679;4946;0.8235982718756844;0.16087004344928368;0.5775278129042061;2.95020670942145;6.8484258441733346;5.556127738659911
Paris;Tallinn;9591;416;FR;EE;1857.3490100553477;1;1;1;0;0;0;0;0;1;1;95;49;0.008159384416075319;0.009102235930721828;0.5956828154061139;0.7600928598181631;3.958194076194427;3.1317274382924634
Paris;Szczecin;9591;416;FR;PL;991.4771185552208;1;1;1;0;0;0;1;0;1;0;14;10;0.0016651804930765957;0.0013413821371590063;-1.775078725794549;-1.3065561308680407;4.4141360554098075;3.6091412238620864
Paris;Grenoble;9591;415;FR;FR;483.48879503765875;0;0;1;1;0;0;0;0;1;0;677;2379;0.39614643930292215;0.06486540763261767;-0.18569627500250732;2.3696694519216597;6.703367547914782;5.404766058381298
Paris;Bari;9591;411;FR;IT;1429.6255787643074;1;1;1;0;0;0;0;1;1;0;59;59;0.009824564909151914;0.005652967578027241;-0.05510384185335923;0.76181979122078;4.132641285759079;3.3157176526849397
Paris;Toulon;9591;410;FR;FR;696.1375016227445;0;0;1;1;0;0;0;0;1;0;380;1193;0.19865603282403788;0.03640894372288731;-0.48271888546811176;1.9718154453712744;6.422890138188543;5.1124109767266415
Paris;Brighton;9591;410;FR;UK;283.4415179068745;1;0;1;0;1;0;0;0;1;0;221;70;0.01165626345153617;0.021174675165152885;0.0933127456783753;-0.29490171968431356;5.304849955839377;4.543396961733673
Paris;Darmstadt;9591;407;FR;DE;471.79007580748737;1;0;1;0;0;0;0;0;1;0;186;128;0.021314310311380424;0.01782121982225537;0.3005125683618402;0.7053201389011516;4.925234105351361;4.1467101250184655
Paris;Wuppertal;9591;395;FR;DE;437.13247373097704;1;0;1;0;0;0;0;0;1;0;45;23;0.003829915134076171;0.004311585440868234;-1.1352132691122359;-1.031927317777189;4.9418757588825555;4.167421533706339
Paris;Utrecht;9591;390;FR;NL;410.29660158916715;1;0;1;0;0;0;0;0;1;0;324;187;0.03113887522053234;0.03104341517425129;0.8093549861648868;1.0313857079455038;4.9713885296274425;4.199722908909083
Paris;Bournemouth;9591;390;FR;UK;366.5716298530537;1;0;1;0;1;0;0;0;1;0;55;15;0.002497770739614894;0.005269715538838953;-1.0459060057148712;-1.5773779857884198;5.053239190947343;4.28542818689063
Paris;Middlesbrough;9591;389;FR;UK;679.1633482900999;1;0;1;0;1;0;0;0;1;0;17;2;3.3303609861531913e-4;0.0016288211665502219;-1.7687775798504017;-3.120063876515306;4.601990923906618;3.8132110570752515
Paris;Geneva;9591;388;FR;CH;411.1847783064344;1;0;1;1;0;0;0;0;1;0;2566;3638;0.6057926633812656;0.24585618313928642;2.88694755048424;4.007522154125171;4.963155994691341;4.191667204952896
Paris;Bydgoszcz;9591;383;FR;PL;1193.7594938164716;1;1;1;0;0;0;1;0;1;0;29;11;0.0018316985423842554;0.0027785772841150843;-0.8048869494626935;-0.9669733391416692;4.172182779449168;3.36486861194004
Paris;Basel;9591;381;FR;CH;416.70364623888054;1;0;1;0;0;0;0;0;1;0;801;937;0.15602741220127703;0.07674622084745457;1.755979231467012;2.683858327988774;4.929881715601348;4.158824954249647
Paris;Kaunas;9591;379;FR;LT;1624.9442928130352;1;1;1;0;0;0;0;0;1;1;95;26;0.004329469281999149;0.009102235930721828;0.6192818435201575;0.1408516731219215;3.934595048080383;3.1172448648995608
Paris;Brno;9591;376;FR;CZ;1042.604730079941;1;1;1;0;0;0;1;0;1;0;99;50;0.00832590246538298;0.009485487969910117;0.3484996234017879;0.46718607952457664;4.2466202267328015;3.4448369259035694
Paris;Southampton;9591;376;FR;UK;353.50275847404123;1;0;1;0;1;0;0;0;1;0;157;61;0.010157601007767235;0.015042642538140284;0.024006713662656477;-0.15657930114188395;5.032239091685652;4.267453165315195
Paris;Lens;9591;374;FR;FR;178.07386345746787;0;0;1;1;0;0;0;0;1;0;194;591;0.0984121671408268;0.018587723900631944;-2.02623194468108;0.3470865921107415;7.294090103744408;6.034729425295357
Paris;Augsburg;9591;371;FR;DE;632.6514064713784;1;0;1;0;0;0;0;0;1;0;130;131;0.021813864459303407;0.012455691273619344;0.27540239133697936;1.0671073692937791;4.592132059118603;3.808089953907372
Paris;Padua;9591;370;FR;IT;818.6710617455857;1;1;1;0;0;0;0;1;1;0;226;245;0.0407969220803766;0.021653740214138247;1.019128296607083;1.8925791392490539;4.401406702665203;3.608679071295674
Paris;Ostrava;9591;365;FR;CZ;1160.8762054607887;1;1;1;0;0;0;1;0;1;0;14;13;0.0021647346409995744;0.0013413821371590063;-1.491040994020669;-0.7611384385825214;4.130098323635927;3.326087796044058
Paris;Las Palmas;9591;365;FR;ES;2722.208133429202;1;1;1;0;0;0;0;1;1;0;33;2;3.3303609861531913e-4;0.003161829323303372;-0.014538762500545714;-1.984735422501072;3.511046323967026;2.6778826030610174
Paris;Constanta;9591;364;FR;RO;2069.476881090721;1;1;1;0;0;0;1;0;1;0;32;11;0.0018316985423842554;0.0030660163135063003;-0.24088486643841406;-0.4850732550201579;3.7066207692381408;2.8829685278185284
Paris;Castellammare di Stabia-Torre Annunziata;9591;362;FR;IT;1317.4307217316755;1;1;1;0;0;0;0;1;1;0;2;5;8.325902465382978e-4;1.9162601959414377e-4;-3.334366921398054;-1.6101408326541116;4.027514101957999;3.219578745088212
Paris;Stoke;9591;359;FR;UK;559.7739687346125;1;0;1;0;1;0;0;0;1;0;35;14;0.0023312526903072344;0.003353455342897516;-1.0830771924840055;-1.2211161216864044;4.638425253973419;3.860173451301663
Paris;Santa Cruz de Tenerife;9591;357;FR;ES;2728.7820174681087;1;1;1;0;0;0;0;1;1;0;8;2;3.3303609861531913e-4;7.665040783765751e-4;-1.4011373614004738;-1.9552665417409814;3.4805789030803096;2.6484137223009268
Paris;Lublin;9591;354;FR;PL;1466.427102249184;1;1;1;0;0;0;1;0;1;0;72;46;0.007659830268152342;0.006898536705389175;0.3559341078702104;0.7184197178173706;3.920732011145845;3.1102216786717243
Paris;Cardiff;9591;353;FR;UK;491.73038618871146;1;0;1;0;1;0;0;0;1;0;201;52;0.008658938563998297;0.019258414969211445;0.5925805107901857;0.013515706086500205;4.71072439726889;3.937728012494927
Paris;Iasi;9591;349;FR;RO;1883.3438962069288;1;1;1;0;0;0;1;0;1;0;195;56;0.009325010761228937;0.018683536910429017;1.5524486210647972;1.1231763596439495;3.72055093749895;2.9021753310912004
Paris;Plovdiv;9591;341;FR;BG;1892.8270344741163;1;1;1;0;0;0;1;0;1;0;40;21;0.0034968790354608513;0.0038325203918828754;0.002024040581275784;0.17508325149923268;3.6868554135326606;2.86943918622419
Paris;Bradford;9591;341;FR;UK;617.8469750497248;1;0;1;0;1;0;0;0;1;0;104;32;0.005328577577845106;0.009964553018895475;0.14431512687031817;-0.25522086168233926;4.500075772271054;3.720956764482066
Paris;Alicante;9591;339;FR;ES;1185.093506054168;1;1;1;0;0;0;0;1;1;0;48;58;0.009658046859844255;0.00459902447025945;-0.14814948929800564;0.8422045641893952;4.0193505002058965;3.2182384463570237
